user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class
316355,8/8/2015 20:05,10/3/2015 2:21,47,IHGECNGZGQOAZ,SEO,Chrome,M,28,3836794299,0
343378,1/30/2015 8:50,4/22/2015 15:11,47,VOMVNRHNBLLMI,SEO,Chrome,F,24,1008390841,0
370338,1/8/2015 11:47,3/29/2015 20:46,25,QLMZBEDPYFUXT,Ads,IE,M,34,3442657972,0
171711,1/11/2015 1:51,1/11/2015 1:51,52,YPLQGKBAAULUV,Direct,IE,F,35,1120619336,1
59780,1/4/2015 22:32,1/16/2015 1:13,31,WUMOBGUCBOXPO,SEO,FireFox,M,36,1752166824,1
176129,1/28/2015 12:53,1/29/2015 23:21,37,XUNJIVTRXCRZL,Ads,IE,M,32,745823926.8,0
100886,7/12/2015 14:14,7/29/2015 7:41,54,GIREUSMFWWUZJ,SEO,Chrome,F,28,1799140971,0
221257,5/29/2015 17:55,9/5/2015 22:42,12,LGFXOENGXOBXI,SEO,IE,M,19,698700037.4,0
151705,1/7/2015 3:44,1/7/2015 3:44,48,URHCRIXOMLJMH,SEO,Chrome,F,27,2836025221,1
399610,4/3/2015 20:06,6/1/2015 7:42,30,CLTWKVSGDCFRD,SEO,FireFox,F,39,287463049.3,0
396746,8/5/2015 23:50,8/14/2015 12:08,56,JUWCOHMHRBDCL,SEO,IE,M,56,2937613755,0
243817,2/13/2015 18:16,4/23/2015 17:44,72,YIIEFBZUGEXNR,Direct,Chrome,F,32,2521870760,0
262245,1/3/2015 3:29,2/26/2015 23:23,38,YAQQIDVLQRBLL,Ads,IE,F,21,2803457087,0
256743,6/12/2015 19:11,7/11/2015 6:42,33,VVZIVFUBISCEV,SEO,IE,M,22,2260745439,0
306604,2/9/2015 13:01,2/22/2015 6:55,53,REPNWECRCGXIS,SEO,IE,M,39,1418160722,0
4435,1/31/2015 1:18,4/14/2015 9:33,27,MJLRKEEEZARII,Ads,Opera,M,35,301185167.5,0
174879,8/12/2015 20:24,9/9/2015 3:39,56,ONLMVTYBMQQWN,Ads,FireFox,M,30,2871721777,0
192353,4/25/2015 12:52,7/29/2015 12:50,27,RPHZDFAXPVJTK,SEO,Chrome,M,57,3071734454,0
134152,5/25/2015 0:37,6/23/2015 14:29,52,CDJIUJQMWXHWX,Ads,IE,M,30,2132402323,0
81113,8/16/2015 12:56,8/24/2015 5:00,52,BKQVBSSFGETUQ,Direct,Chrome,F,44,3682311660,0
107312,3/19/2015 23:56,3/21/2015 3:39,62,OUUHDCKIYEXLM,Ads,Chrome,M,36,3959167319,0
55002,6/9/2015 0:32,9/17/2015 13:45,35,QLHWTRKJZWMAW,SEO,FireFox,M,19,3184464830,0
250432,2/19/2015 12:31,3/3/2015 12:00,25,BWTRKTCCGCMMR,Ads,IE,M,40,303778372.4,0
132826,7/25/2015 10:41,8/26/2015 5:40,18,UOSPQFPVALJAX,SEO,FireFox,F,35,3364603498,0
313833,8/16/2015 20:48,11/17/2015 9:43,12,GDATAKTYQUGWR,Ads,IE,M,55,569038405.1,0
300818,1/24/2015 5:56,3/21/2015 18:44,60,UIMMNPECDIHFV,Ads,FireFox,M,23,3429491019,0
262864,5/3/2015 8:12,6/1/2015 8:41,91,LYTLRYTPUANEC,Ads,Chrome,F,24,3580176912,0
89475,5/17/2015 4:21,9/9/2015 9:55,37,XZXUYCZIRRECT,Ads,FireFox,M,37,3923631939,0
305751,6/22/2015 19:30,10/19/2015 12:52,26,TRGSXNEBCCGME,Direct,Chrome,F,23,3555140234,0
254562,5/12/2015 18:58,7/31/2015 11:36,75,VYSNKKTTQIXQC,Ads,FireFox,F,45,2977122408,0
247815,2/13/2015 10:28,4/4/2015 18:08,27,BZJKAWMGZHVDI,SEO,Safari,F,44,3195352718,0
192767,1/8/2015 12:17,4/28/2015 2:09,15,ZTORJKTDMYTJH,Ads,Safari,M,32,2568639630,0
310147,7/6/2015 5:45,7/22/2015 4:19,54,GAPQDLEFDZYCO,Ads,Safari,F,20,2626780561,0
339348,7/10/2015 8:29,10/13/2015 12:34,35,RFKAOQAIQDQSL,Ads,Safari,M,38,775036641.5,0
394644,2/9/2015 11:04,4/8/2015 6:38,51,DOTXRQKMYPZCG,SEO,Chrome,F,48,3064167004,0
30729,1/16/2015 6:15,4/12/2015 10:16,81,YDRJUNHYWJMMG,Ads,Safari,M,25,3543681271,0
233374,7/4/2015 14:10,7/16/2015 10:55,33,VSWWOJLJPLUNZ,SEO,Chrome,F,25,2961640224,0
366068,5/14/2015 4:54,7/11/2015 3:24,69,JQYCFABXAMQVP,Direct,Chrome,M,31,3463946532,0
345865,2/1/2015 5:59,2/20/2015 8:09,36,FKQPZUELCRKBL,SEO,IE,M,30,2740589787,1
324683,1/18/2015 2:51,4/19/2015 22:24,27,JFVSIORUJBMXS,Ads,IE,M,28,4228027812,1
221091,2/20/2015 18:29,5/3/2015 11:33,44,XKARVFXNUGHGH,Direct,Chrome,F,46,1990595542,0
222633,4/18/2015 14:33,6/3/2015 0:43,10,CYULQPBDHLIBY,SEO,FireFox,M,41,1438733277,0
336190,1/5/2015 21:07,3/15/2015 0:43,14,ECDEOLUBPCUAI,Ads,IE,M,35,4006899917,1
181004,1/7/2015 17:45,1/7/2015 17:45,10,WETYPHOQVLWMK,Ads,FireFox,M,36,2293332682,1
185360,6/28/2015 16:32,8/2/2015 17:43,54,TTYDBTRYPTNQU,SEO,IE,M,20,783532076.8,0
23078,4/30/2015 12:38,7/4/2015 20:00,35,KCDZVBAIRPNLS,SEO,FireFox,F,31,1834619467,0
257050,6/2/2015 17:33,6/8/2015 20:18,26,TMWANSMCBRGVX,SEO,IE,M,29,2680500620,0
165137,4/13/2015 5:58,5/4/2015 3:02,29,FCBIXXRAVQAQO,SEO,Chrome,M,26,3077902821,0
322319,3/15/2015 8:44,5/3/2015 23:51,72,WZOCUYFWWGILX,Ads,FireFox,F,22,277257680.5,0
99299,7/22/2015 17:08,8/10/2015 20:44,21,JTHVCCWTCLEWQ,Ads,IE,F,24,3660878807,0
267772,4/26/2015 18:42,7/12/2015 16:54,61,DXMWUANJKLRHS,Ads,Chrome,M,43,86067372.7,0
174509,5/29/2015 2:42,6/27/2015 7:03,56,TBBARLCDTWATC,Ads,IE,M,25,827789689.1,0
236096,7/29/2015 0:27,11/20/2015 6:06,41,PIZVLJKSYDERZ,Direct,IE,M,22,453892720.4,0
350818,7/16/2015 8:48,9/27/2015 17:44,53,BITOGCKJPSLTZ,SEO,FireFox,M,19,434228853,0
357570,7/22/2015 10:58,9/23/2015 12:54,19,SSSAYDHGYNZSZ,Ads,Chrome,F,32,832647585.6,0
19976,4/29/2015 10:01,7/28/2015 0:09,28,DYBIFILSHTKDH,Direct,IE,F,25,869888505.4,0
392706,1/7/2015 8:15,1/7/2015 8:15,65,VRYLIRAQJIIIE,SEO,Opera,F,30,1213104904,1
43831,2/4/2015 19:55,3/26/2015 9:03,21,GGRUOKKINWLQW,Ads,Safari,F,19,214597247.1,0
280081,7/3/2015 8:29,9/6/2015 6:16,40,GWKXFMTAAPNYI,SEO,Chrome,M,32,2921484965,0
319018,2/8/2015 17:21,2/23/2015 4:02,9,HEMRFTLELMBQM,Ads,Chrome,M,35,2547495155,0
84673,5/10/2015 7:26,8/31/2015 6:54,79,EQJDVNHTPLOXB,Direct,IE,F,24,741584943,0
298557,7/5/2015 10:31,8/4/2015 2:57,23,SPKIAONPICJEU,SEO,Chrome,M,33,2040684696,0
67592,1/10/2015 23:23,1/10/2015 23:23,38,ITUMJCKWEYNDD,Ads,Safari,M,43,3874757617,1
243357,3/27/2015 18:16,7/2/2015 22:52,26,GPQWESTBHWFHF,Ads,FireFox,F,45,2843824500,0
32520,7/6/2015 1:46,10/5/2015 15:09,73,ZILZCQXJKIVNC,Direct,Chrome,M,23,2106656394,0
234687,7/22/2015 3:22,8/24/2015 20:23,42,SOBKWNCFYBXTW,SEO,IE,F,20,197883347.7,0
282317,1/12/2015 7:55,2/25/2015 8:18,54,ODRQOQHJUWGFM,SEO,Safari,F,44,339186950.5,0
142400,6/28/2015 21:49,9/25/2015 20:09,29,TDIYGYJRUSMNW,SEO,Chrome,M,39,1347788843,0
170701,1/30/2015 11:43,2/6/2015 7:41,45,NNSKETYBABELG,Ads,IE,M,45,347501160.7,0
19542,1/2/2015 16:49,4/20/2015 21:34,28,IQYBVZMXAKNOH,Ads,Safari,M,47,1795516378,0
10388,4/24/2015 5:19,7/18/2015 2:19,12,XIURASSWQRRBM,Direct,IE,M,23,4132088551,0
235083,7/24/2015 3:39,11/18/2015 21:39,29,NFHDFYBNHTREN,Ads,Chrome,F,19,3629094102,0
198982,4/17/2015 7:26,5/3/2015 21:43,44,BYSCYGRHWSHIU,Ads,Chrome,F,26,1334106171,1
232762,5/13/2015 2:48,5/18/2015 15:06,14,YIATLXRUIXRCK,SEO,Safari,F,39,1930386251,0
10055,4/6/2015 23:14,5/7/2015 15:21,47,KDSEIVWEOCIEM,SEO,Chrome,F,36,2755626385,0
244618,6/11/2015 12:40,8/30/2015 8:09,81,MSPMJUTDCXZSC,SEO,FireFox,M,20,3014510992,0
50280,5/24/2015 21:16,6/1/2015 19:00,21,IUZMJJBRDCGBZ,Ads,Chrome,M,24,4283640873,0
56338,3/18/2015 3:36,7/11/2015 8:59,53,KZZDZXHXXLQFD,SEO,Chrome,M,24,4227828366,0
11399,7/4/2015 0:59,7/26/2015 12:29,13,XSBCMGYRILJRA,Ads,IE,F,35,392271513.2,0
65674,6/2/2015 22:31,8/23/2015 22:49,20,HCKNCXWZGEMBA,Ads,IE,M,19,1276169798,0
17259,5/30/2015 16:06,9/3/2015 20:48,38,YFDFRIQZFYEDP,SEO,Safari,M,34,943349666.9,0
259616,2/16/2015 3:40,4/5/2015 1:06,26,FIGVUJINBWPHC,SEO,Chrome,M,23,4060441522,0
257432,3/24/2015 9:08,4/6/2015 2:30,41,HYRIZVROAHIAM,Ads,Safari,F,60,1391043538,0
322442,4/17/2015 18:52,5/31/2015 7:16,55,ZDIXYKHTAPHNA,Ads,FireFox,F,46,4058503537,0
76442,2/7/2015 7:27,3/2/2015 6:57,78,DEQAXKPHPWQWQ,SEO,Safari,M,24,1466689400,0
28074,7/3/2015 9:31,8/7/2015 20:12,22,GQOICTLWVUQJR,Ads,Chrome,M,36,728934461,0
31631,5/9/2015 7:29,6/10/2015 17:17,34,UQYDANBPZHEWL,Ads,Safari,F,27,171340899.4,0
135536,5/3/2015 22:40,7/18/2015 15:43,32,ITRXCOXKEQTAM,SEO,FireFox,M,37,2097967789,0
378922,5/24/2015 4:19,6/30/2015 9:49,35,ORQNABNCVPQFJ,Direct,Safari,M,31,473388710.5,0
2048,3/25/2015 5:08,4/12/2015 12:23,23,LGPVZQLEZZHYT,Ads,FireFox,M,27,1188111808,0
352206,1/6/2015 21:48,1/6/2015 21:48,45,FRITFBEXOSJEI,Ads,IE,F,22,1367517508,1
254137,3/9/2015 19:43,4/1/2015 5:34,68,TELOXKWAQLILK,SEO,Chrome,F,34,2788073740,0
181412,1/24/2015 10:49,4/2/2015 11:31,43,XFIGXQDXGUOOO,Ads,FireFox,M,21,2497068532,0
369364,7/24/2015 22:15,9/6/2015 10:31,82,KAGWUQQEBYRRL,SEO,FireFox,F,26,3431090301,0
208666,2/23/2015 6:07,4/17/2015 11:11,51,ATZZLTQJZHTCS,Direct,Safari,M,32,1877903690,0
99190,7/23/2015 20:14,8/11/2015 13:13,82,XUPSIDFWUQQBD,SEO,Chrome,M,31,2328929814,0
396395,6/20/2015 15:14,10/4/2015 10:18,15,DPSJNHEAZRWUN,Direct,FireFox,M,29,4051807652,0
82593,5/29/2015 11:37,6/15/2015 7:53,43,RWOTVJDERDZSX,SEO,FireFox,M,39,3310832866,0
195228,6/15/2015 11:19,8/15/2015 13:18,11,HABFQXMPOVDSR,Ads,Safari,F,26,3496173875,0
53372,7/8/2015 13:13,9/14/2015 1:34,59,ZVJDDCSISXMSE,Direct,IE,F,41,2951870320,0
234706,7/11/2015 9:45,10/1/2015 11:33,32,XEPZIKDXXKXTQ,Direct,Chrome,F,22,3774962829,0
280588,3/22/2015 5:17,5/23/2015 19:19,37,KACKTATVEHQJP,SEO,IE,F,38,3160286683,0
180767,2/11/2015 3:35,3/22/2015 18:47,10,IZMAAMLQXYIIU,SEO,Chrome,M,28,1394694454,0
19839,5/21/2015 12:34,8/31/2015 22:22,30,WTYRBFWGIBNFY,Ads,Safari,F,33,195061052.7,0
254737,5/20/2015 8:42,7/27/2015 4:22,35,FSUGPBSTMIDJV,Direct,FireFox,M,56,1612457072,0
180729,7/9/2015 11:11,10/20/2015 0:06,70,KEBJGRVYQRVXB,SEO,Chrome,M,39,701742083.3,0
235741,7/7/2015 3:33,7/12/2015 5:34,63,EWMIAJTNJQYWM,Ads,FireFox,F,19,3208200046,0
394190,4/18/2015 12:26,6/1/2015 6:27,19,ONVRSZZIAVQVZ,Ads,Chrome,M,39,2040846378,0
167405,7/11/2015 22:10,10/28/2015 19:04,19,JRURVTNUTQHWF,Direct,Chrome,F,31,1635505505,0
260600,7/22/2015 15:54,8/4/2015 15:06,38,GVGMQPMENEUYR,SEO,IE,M,36,629111315.3,0
44224,8/13/2015 17:21,11/15/2015 18:25,86,VJZWVXGOUWMZP,Ads,Chrome,F,35,174423899.8,0
102563,3/26/2015 12:11,5/8/2015 11:45,45,JUVSDAWADEXXX,SEO,Chrome,M,41,3754471851,1
162603,7/30/2015 0:25,10/12/2015 4:28,26,LEAPEDUGFIJAS,SEO,Chrome,M,31,3427602390,1
104061,1/5/2015 0:09,1/5/2015 0:09,23,XSEQHFFOYFICY,SEO,IE,M,33,2011989145,1
205594,4/7/2015 1:03,7/31/2015 16:52,31,QMQLEJONNTRBT,SEO,FireFox,M,23,95584969.75,0
18857,8/13/2015 22:48,9/16/2015 18:50,36,NRAWJXXBNCJSM,Ads,Chrome,M,41,3638272807,0
147574,1/30/2015 18:49,2/10/2015 18:58,43,FDZMJVPBSYLYT,SEO,IE,F,52,4225495009,0
182332,1/20/2015 19:23,5/18/2015 8:02,57,WDKOBUDMVPNPP,Direct,Chrome,M,42,2262422562,0
149174,6/21/2015 11:41,9/7/2015 2:04,80,LMQNZVDEQQDTY,Ads,Chrome,M,25,3557546660,0
293484,2/16/2015 11:10,2/24/2015 17:37,69,VBENGAWFNPVLS,Ads,Chrome,F,35,1833385250,0
348260,1/10/2015 17:13,1/10/2015 17:13,18,VOQAAYLLJLUII,SEO,Safari,M,27,798938591.3,1
105602,4/19/2015 17:29,6/6/2015 1:05,51,ZQNABKGFCDXUE,SEO,Chrome,F,33,2441342799,0
53346,3/19/2015 2:18,7/7/2015 7:22,15,ZIEMBHNEYFDSC,Ads,Safari,M,35,3547766345,0
286443,5/21/2015 17:58,9/7/2015 14:40,37,PMLDEIEWZAPZR,Ads,Chrome,M,49,209079748.3,0
106020,7/7/2015 4:37,7/24/2015 11:42,23,DIWHQQAABXWVD,Ads,FireFox,M,33,1485613193,0
343122,1/8/2015 5:42,3/23/2015 14:18,11,SKGZHINSGJEIQ,Ads,Chrome,F,28,3543744943,0
332080,3/1/2015 12:29,4/18/2015 14:06,54,OOFPSQQVXJTHW,Ads,IE,M,20,1320145208,0
137674,7/21/2015 12:58,11/11/2015 18:14,36,FFOFINQGXJUQC,Ads,Chrome,F,18,144387634.9,0
351114,2/22/2015 22:59,5/7/2015 12:48,18,ECSIFULCBDSEO,Ads,IE,M,28,131362658.6,0
221294,3/23/2015 22:59,7/16/2015 8:53,39,TVMVJDIPEOOSN,Ads,IE,F,33,264272038,0
313728,7/1/2015 11:06,10/20/2015 12:32,60,KWGENEVWLCSGT,Ads,Chrome,M,33,2521593606,0
208001,7/18/2015 16:09,11/10/2015 2:17,22,LRTXEJHTOMNKV,Direct,IE,M,45,1985871858,0
2474,1/20/2015 9:09,5/19/2015 7:55,44,WDEDQTTKXJJGK,Ads,IE,F,23,2936948281,0
172444,3/23/2015 3:00,6/11/2015 9:26,19,SVNISELPBFSTK,SEO,Chrome,M,23,4178496846,0
192314,6/11/2015 19:31,6/16/2015 16:38,50,BUPMVQEOWRXFS,Ads,Chrome,F,18,258262793.1,0
68111,4/9/2015 16:16,7/9/2015 13:56,22,ZNJBXXOLHQEPV,Ads,IE,F,36,3549663630,0
20668,8/6/2015 4:20,11/10/2015 20:39,62,NMISUIDPWOSEU,Direct,Chrome,M,33,1921876776,0
272165,8/5/2015 23:38,12/1/2015 22:00,20,YAYLYLSKUKZDT,SEO,FireFox,F,36,2477876334,0
90043,4/7/2015 7:36,7/23/2015 22:03,18,XQIDCQSDBOHAI,Ads,Safari,M,25,4084628527,0
121703,1/6/2015 8:56,1/6/2015 8:56,28,XAVNTONBKCVJS,Direct,Safari,M,34,2890012040,1
75983,8/17/2015 3:30,11/10/2015 20:10,21,XIWSYEYEKNIMC,Ads,IE,F,34,3817746154,0
142279,6/10/2015 4:22,6/14/2015 0:02,46,LLJGYWZXYIXJR,Ads,Safari,M,29,4245058858,1
62613,5/12/2015 21:55,6/13/2015 23:49,15,ZOEHTLBIHIQGQ,Ads,Chrome,M,23,1247699820,0
364836,7/28/2015 21:06,9/9/2015 23:43,21,EPCWXGOSXKSIE,Ads,Chrome,F,31,1347779947,0
231249,5/16/2015 12:43,7/16/2015 0:10,18,QBFVTBDWQOJWE,SEO,Chrome,F,19,950295968.3,0
154866,7/21/2015 20:25,9/26/2015 13:10,59,VGJSMQLLKWHBN,SEO,Chrome,F,44,3431999266,0
100998,4/2/2015 11:41,6/17/2015 16:13,35,FVATIULWVWOFY,Direct,Safari,M,40,3567728458,0
112494,5/31/2015 18:33,9/12/2015 22:18,45,FAQTWGTUWDFCM,Direct,Safari,M,20,3775043778,0
127860,8/4/2015 16:59,8/8/2015 17:51,44,MHRRDYZAKZPML,SEO,Chrome,M,30,418455690.9,0
49310,5/15/2015 5:45,8/10/2015 20:30,66,JZPEWPOYBBQJD,Ads,Opera,M,39,19608204.09,0
128195,1/26/2015 18:45,4/4/2015 5:46,12,OLUIFLAFBUYGZ,SEO,FireFox,F,33,1805354707,0
261531,3/5/2015 5:59,3/23/2015 2:10,27,MNRKWCHYYXMGQ,Direct,Chrome,F,18,101341124.8,0
205274,5/15/2015 11:23,7/8/2015 12:30,13,BKZYJPNZATTCB,Direct,IE,F,34,2241277424,0
118300,5/27/2015 6:12,7/18/2015 9:56,9,EJFAFWBBEHPZT,SEO,Chrome,F,40,2264526957,0
292922,1/7/2015 11:51,1/7/2015 11:51,11,LCIDSXJYNIOGD,SEO,IE,M,30,1447879603,1
373370,1/31/2015 12:35,4/11/2015 2:35,10,FPHXWOSKBTEEC,Direct,FireFox,F,50,1676324638,0
194474,2/16/2015 0:47,5/3/2015 9:48,37,FDSDXYTTKUGMO,Ads,IE,M,25,864448373.5,0
126026,4/25/2015 1:26,8/6/2015 11:04,21,AJFXRCJCZYAAU,SEO,Chrome,M,36,4215622231,0
94737,5/19/2015 1:33,5/29/2015 13:28,39,XXRKCABWPFFTX,Ads,FireFox,M,41,1019800933,0
211132,7/25/2015 21:44,8/23/2015 14:32,40,KMRAEQPKPTMAL,Ads,Safari,M,40,1446561193,0
64023,6/14/2015 4:04,7/6/2015 1:08,11,JXUGZJLXGXSHV,Ads,Safari,F,25,641404466.3,0
33582,5/25/2015 13:36,6/18/2015 6:38,16,EZOTDYDCUDEES,Direct,IE,F,32,236411406.6,0
246329,8/11/2015 6:38,12/4/2015 12:26,32,WSXHAYTSCEGNN,Ads,Safari,F,44,1996870753,0
309021,3/10/2015 20:12,4/25/2015 16:34,52,WUGNGIWRQMHME,SEO,Safari,M,29,3814815834,0
295851,4/24/2015 18:24,7/27/2015 17:59,33,YCBZTKJIDEPCN,Ads,IE,M,33,858376272.2,0
377368,6/17/2015 14:27,6/23/2015 15:57,33,MCNTXJEGNDWMP,Ads,Chrome,M,22,398591470.2,0
291038,5/27/2015 6:08,8/11/2015 1:00,36,XYKOTLOBNUXTV,Direct,Chrome,M,28,557643172.2,0
332085,6/20/2015 6:20,7/18/2015 3:16,69,TISJANSSLEFBC,Direct,Chrome,M,33,660996042.5,0
152764,1/16/2015 15:22,4/29/2015 23:22,68,IBHPMZGGGULNG,Ads,Safari,F,32,3455520007,0
170138,1/8/2015 9:32,1/8/2015 9:33,14,GTIYVLCMAYBFA,Ads,FireFox,M,39,2141691948,1
296780,6/5/2015 22:59,6/13/2015 2:22,10,NHUAVGOQDJGTW,Ads,Chrome,M,29,2213581849,0
127838,1/2/2015 22:58,1/9/2015 22:12,39,WDWYODPLXWCIY,Direct,IE,F,29,990018809.8,0
33840,1/7/2015 14:00,1/7/2015 14:00,32,NPZFSQBLEKLTN,SEO,Chrome,F,28,3828716002,1
311686,3/8/2015 16:45,4/30/2015 15:30,61,HEFTBSLDJPCMQ,Ads,IE,M,52,1825072309,0
81701,3/6/2015 15:37,4/7/2015 4:17,36,SSOULXAXAABZW,SEO,Chrome,F,56,1645199545,0
203522,7/15/2015 0:21,7/24/2015 20:27,63,TFTYFMIYNDLXL,SEO,Chrome,M,36,320708582.7,0
259506,8/12/2015 1:09,10/3/2015 6:15,34,RFKZYBTERUFEY,Ads,Safari,F,47,1880611814,0
358591,4/22/2015 1:23,6/16/2015 6:46,40,YEBTAPLBHTZRO,SEO,IE,M,30,1453455281,0
197517,1/24/2015 3:12,5/4/2015 15:47,41,JYTNZDCFLBJAB,SEO,IE,F,26,1171322064,0
309239,5/29/2015 9:54,8/9/2015 8:03,22,CXPAACGCMEJFT,Direct,IE,F,22,1499086008,0
329118,2/15/2015 0:34,5/21/2015 15:41,9,HWAQLARVTAGQM,SEO,IE,F,49,438174055.1,0
183585,5/14/2015 14:36,6/14/2015 20:49,26,VDDMXGMPUOYCZ,SEO,Chrome,M,25,240768243.2,0
392375,7/13/2015 2:13,10/2/2015 14:04,31,KSYUUDHAXNLAN,SEO,FireFox,M,25,3498823268,0
345676,2/20/2015 21:02,2/27/2015 22:27,24,EJLYNZPKLEAEQ,Ads,Chrome,M,26,2081471676,0
317707,2/14/2015 23:24,4/15/2015 17:47,61,FDEVRLCEYTHET,SEO,Safari,M,21,1464329870,1
369704,3/8/2015 15:11,6/27/2015 14:16,50,POPVWRAIELNGZ,SEO,IE,F,32,3070971293,1
157991,1/4/2015 4:20,1/4/2015 4:20,42,JCCODECESMOVF,SEO,Chrome,M,38,2358420997,1
321709,7/3/2015 15:06,8/1/2015 7:44,23,ZONKKODRHXGZV,Ads,Chrome,F,26,4271865183,0
224016,6/30/2015 23:28,8/4/2015 8:39,27,MMHJPWMMTHCOM,Direct,IE,M,36,3782408708,0
310732,2/14/2015 5:26,3/21/2015 6:39,52,HVMTXMQKBLFIF,Ads,Safari,M,41,508171373,0
320308,3/18/2015 9:06,4/16/2015 11:39,25,MLVTJVTQZFFTI,SEO,IE,F,33,343894438,0
135744,2/10/2015 8:24,5/10/2015 12:51,37,DPVHYBJWYIJPN,Ads,Chrome,F,27,256874635.3,0
396544,5/22/2015 14:34,6/17/2015 10:20,34,LDJPQGZKVPFND,SEO,Chrome,F,30,1729800820,1
64538,3/15/2015 18:52,7/12/2015 19:21,30,BPRDZKIMLOGHZ,Direct,IE,F,20,1961634356,0
154936,3/8/2015 20:46,6/9/2015 14:30,37,VGYWSTMVOEUNP,SEO,IE,M,31,3361971323,0
175750,2/22/2015 14:45,4/23/2015 12:42,57,UFFFYUQWHPZSV,Ads,Safari,F,37,95379917.16,0
339416,5/8/2015 4:35,6/28/2015 17:06,52,MGBIYERODGMBS,Ads,FireFox,F,45,2165420055,0
78323,4/29/2015 4:11,5/21/2015 22:43,49,ZXJXFGILEUBRN,SEO,FireFox,F,36,1070177420,0
334731,1/8/2015 23:28,1/8/2015 23:28,17,AYUBPYPDVZUPK,Ads,IE,M,29,1045056872,1
217559,4/3/2015 4:20,7/21/2015 23:12,39,LVNWFTOGNIPYY,Ads,FireFox,F,36,1583029424,0
279448,3/8/2015 9:11,4/27/2015 2:42,23,OVOLFEOWCPYNX,SEO,Safari,F,38,3694542408,0
74293,1/11/2015 5:15,1/11/2015 5:15,44,AJBIJPIXVZKJE,Direct,Chrome,M,27,1980120298,1
348305,5/26/2015 18:02,6/7/2015 8:31,11,ZJHLYARRPYHTA,Direct,Chrome,M,35,1124527175,0
255997,1/1/2015 8:01,1/20/2015 21:57,29,STFMPOFTBTOKU,Ads,IE,F,28,34543057.28,0
53320,2/26/2015 23:51,5/29/2015 17:05,29,DUWBOKQPPDQUK,SEO,Chrome,F,48,3248503877,0
255357,2/18/2015 23:18,4/9/2015 1:35,51,AYFVPCVGDLGHO,SEO,FireFox,F,43,1037610702,0
84226,7/24/2015 5:21,8/31/2015 16:16,47,PMGVDQVKUHWND,SEO,IE,F,22,10302200.35,0
27026,7/27/2015 21:03,9/7/2015 7:29,51,KNAUTEGDBDLIA,Direct,FireFox,M,33,2746120765,0
52983,6/4/2015 5:52,7/25/2015 18:19,38,BSULZQGZDKIRX,Ads,IE,F,26,804211349.2,0
4628,5/1/2015 9:55,8/7/2015 12:02,30,FZXDCZKDUGDJU,Ads,FireFox,M,32,420604661.9,0
